Restaurent name,Cuisine types,Rating,Price,Distance,Location,City
Minshul Restaurant,"Fast Food, North Indian, Sandwich, Biryani, Beverages",-,₹400 for two,5 km,"Mangal City Mall, Vijay Nagar, Indore",Indore
Neelkanth Thali,North Indian,2.6,₹450 for two,5.5 km,"Vijay Nagar, Indore",Indore
Splash Bar & Grill,"North Indian, Mughlai, Italian, Salad, Pasta, Desserts, Beverages",3.7,"₹3,000 for two",5.1 km,"By Pass Road (North), Indore",Indore
Lighthouse - The Club,"North Indian, Mughlai, Kebab, Seafood, Chinese, Oriental, Bar Food, Beverages",4,"₹1,500 for two",4.4 km,"Vijay Nagar, Indore",Indore
Shree Radhe Radhe Bhojnaliya,"North Indian, Kebab, Biryani",3.5,₹450 for two,5.2 km,"Khajrana, Indore",Indore
Daily Dose Cafe,"Sandwich, Pizza, Burger, Fast Food, Street Food, Shake, Coffee, Beverages",3.3,₹300 for two,2.4 km,"Manik Bagh Road, Indore",Indore
Millets N More,"North Indian, Chinese, Pizza, Sandwich",New,"₹1,000 for two",8 km,"By Pass Road (South), Indore",Indore
MBA Pizza,"Pizza, Pasta, Sandwich, Burger, Fast Food, Chinese, Street Food",2.8,₹350 for two,4.7 km,"Vijay Nagar, Indore",Indore
Ice Balls & Slice Square,"Pizza, Pasta, Sandwich, Fast Food",3.5,₹300 for two,5.2 km,"Vijay Nagar, Indore",Indore
Vijay Chaat House,"Street Food, Mithai, Beverages",4.6,₹200 for two,2.8 km,"New Palasia, Indore",Indore
The Pizza Wheel,Pizza,3.1,₹250 for two,2.8 km,"Sapna Sangeeta, Indore",Indore
The Burger Company,"Burger, Pizza, Fast Food",-,₹350 for two,5 km,"Vijay Nagar, Indore",Indore
India Junction,"North Indian, Chinese, Fast Food, Shake",3.3,₹800 for two,2.8 km,"South Tukoganj, Indore",Indore
Dal Bati Surma,Rajasthani,-,₹600 for two,2.8 km,"New Palasia, Indore",Indore
Goverdhan - Restaurant and Rooftop Cafe,"North Indian, Chinese, Desserts",3.9,₹700 for two,3.9 km,"Annapurna Road, Indore",Indore
Mamaji Namkeen and Sweets,"Mithai, Street Food",3,₹200 for two,2.7 km,"Chhavani, Indore",Indore
City Gymkhana Club,"North Indian, Mughlai, Chinese, Seafood, Kebab, Biryani, Bar Food",4.3,"₹1,200 for two",2.4 km,"Sapna Sangeeta, Indore",Indore
Suffa Restaurant,"North Indian, Chinese, Kebab",3.1,₹500 for two,1.6 km,"Sarwate Bus Stand, Indore",Indore
Bake Affaire,"Cafe, Chinese, Fast Food, Street Food, Beverages",4.3,₹550 for two,2.1 km,"YN Road, Indore",Indore
JMB,"Mithai, North Indian, Chinese, Fast Food, Street Food",4.1,₹300 for two,1.9 km,"Manik Bagh Road, Indore",Indore
Bamboo Tree,"North Indian, Mughlai, Chinese, South Indian, Biryani, Fast Food, Beverages",2.9,"₹1,000 for two",7.2 km,"Vijay Nagar, Indore",Indore
99 Pancakes,"Pancake, Desserts, Bakery, Cafe, Beverages, Finger Food",4.2,₹350 for two,3.9 km,"Old Palasia, Indore",Indore
Kolkata Roll - 56 Dukaan,"Chinese, Rolls, Fast Food, Sichuan",3.8,₹300 for two,2.8 km,"56 Dukan, New Palasia, Indore",Indore
Malt - Sheraton Grand Palace,"Bar Food, Salad, North Indian, Continental, Beverages",3.9,"₹2,000 for two",9.7 km,"Sheraton Grand Palace, Indore",Indore
Curry & Hurry,"North Indian, Mughlai, Biryani, Chinese, Street Food, Beverages",-,₹700 for two,5.1 km,"Vijay Nagar, Indore",Indore
Rooster Club,"Fast Food, Beverages",-,₹400 for two,6.2 km,"Khajrana, Indore",Indore
Candelas Restaurant,"North Indian, Mughlai, Chinese, Continental, Desserts",3,"₹1,000 for two",12.8 km,"By Pass Road (North), Indore",Indore
Hotel Kanchan Tilak,"North Indian, Mughlai, Chinese, Kebab, Biryani, Ice Cream, Desserts, Beverages",3.4,"₹1,200 for two",2.9 km,"New Palasia, Indore",Indore
Punchin,"North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts",4.4,"₹1,000 for two",4.4 km,"Vijay Nagar, Indore",Indore
Lotus Hut,"Fast Food, Pizza, Sandwich, Street Food, Shake, Beverages",3.9,₹350 for two,2 km,"South Tukoganj, Indore",Indore
Balle Balle Restaurant,"North Indian, Chinese",4,₹600 for two,3.1 km,"Sapna Sangeeta, Indore",Indore
Mukki Ke Zayke,"Street Food, Shake, Beverages",4.2,₹250 for two,3.5 km,"Bhawar Kuan, Indore",Indore
Bake Affaire,"Bakery, Desserts",-,₹500 for two,5.2 km,"Vijay Nagar, Indore",Indore
Al-Qasim,"Afghan, Chinese, North Indian, Mughlai",3.8,₹600 for two,1.8 km,"Sarwate Bus Stand, Indore",Indore
Occasion - Hotel Amar Vilas,"North Indian, Mughlai, Biryani, Continental, Seafood, Oriental, Bakery, Desserts",3.9,"₹1,000 for two",4.1 km,"Hotel Amar Vilas, Press Complex, Indore",Indore
Shivsagar Patidar Dal Bafle,North Indian,3.9,₹250 for two,5 km,"Khajrana, Indore",Indore
Cafe Coffee Club,"Sandwich, Pizza, Fast Food, Street Food, Ice Cream, Coffee, Beverages",-,₹200 for two,6.9 km,"Airport Road, Indore",Indore
Guru Restaurant,North Indian,3.9,₹200 for two,2.5 km,"HIG-LIG, Indore",Indore
Romba South,"Andhra, South Indian, North Indian, Desserts, Beverages, Pizza, Burger",4.1,₹800 for two,4.2 km,"Vijay Nagar, Indore",Indore
La Pino'z Pizza,"Pizza, Italian, Fast Food",-,₹450 for two,7.5 km,"Rajendra Nagar, Indore",Indore
Rishi Ka Dhaba,"North Indian, Chinese, Salad, Street Food",3.4,₹450 for two,5 km,"Bhawar Kuan, Indore",Indore
Masala Nation,"North Indian, Chinese",3.8,"₹1,000 for two",9.6 km,"By Pass Road (South), Indore",Indore
Sizzling Treat - Hotel Crown Palace,"North Indian, Mughlai, Oriental, Continental, Salad, Biryani, Desserts, Beverages",3.7,"₹1,300 for two",2.8 km,"Hotel Crown Palace, South Tukoganj, Indore",Indore
Natural Ice Cream,Ice Cream,4.8,₹200 for two,1.8 km,"RNT Marg, Indore",Indore
Amrapali Restaurant,"North Indian, South Indian, Salad, Street Food",New,₹300 for two,8.4 km,"Kumedi, Indore",Indore
Machan,"North Indian, Mughlai, Seafood",New,"₹1,400 for two",4.3 km,"Vijay Nagar, Indore",Indore
Bombay Mansion,"North Indian, Kebab, Chinese, Biryani",-,"₹1,900 for two",4.3 km,"Vijay Nagar, Indore",Indore
Pocket Burger,"Burger, Sandwich, Wraps, Fast Food, Street Food, Shake",2.8,₹300 for two,5.1 km,"Vijay Nagar, Indore",Indore
Hong Kong Chinese Restaurant,"Chinese, Sichuan, Seafood",4.1,₹450 for two,3.1 km,"Old Palasia, Indore",Indore
Sai Prasad Bhojanalya,North Indian,4.3,₹300 for two,1.5 km,"South Tukoganj, Indore",Indore
Gol Roti Restaurant And Cafe,"North Indian, Chinese, Italian, Sandwich, Burger, Desserts, Shake, Beverages",3.8,₹550 for two,3 km,"Sapna Sangeeta, Indore",Indore
The Market - Fairfield by Marriott,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages",3.5,"₹1,000 for two",5.4 km,"Fairfield By Marriott, Indore",Indore
Shiva Chinese Wok,"Chinese, North Indian, Momos, Pasta, Biryani, Fast Food, Shake, Beverages",3.8,₹500 for two,7.6 km,"By Pass Road (North), Indore",Indore
Cherry Blossom,"Bakery, Desserts, Fast Food, Street Food",3.9,₹400 for two,4.9 km,"Vijay Nagar, Indore",Indore
Pop's Burger,"Burger, Fast Food, Salad, Shake",4.3,₹400 for two,6.2 km,"By Pass Road (North), Indore",Indore
Guru Kripa Rau -Since 1987,"North Indian, Chinese, Desserts, Beverages",4,₹500 for two,12.7 km,"Rau, Indore",Indore
Mosaic - Country Inn & Suites By Radisson,"North Indian, Mughlai, Seafood, Asian, Oriental, Salad, Desserts, Beverages",3.9,"₹1,000 for two",4.6 km,"Country Inn & Suites By Radisson, Vijay Nagar, Indore",Indore
Al Karam Kitchen,"North Indian, Mughlai, Chinese, Seafood, Salad, Biryani, Desserts",3.6,"₹1,000 for two",2.2 km,"Chhavani, Indore",Indore
Deep The Planet Of Food,"Chinese, Pizza, Pasta, Beverages, Modern Indian, Fast Food",-,"₹1,000 for two",5.1 km,"Sudama Nagar, Indore",Indore
La Pino'z Pizza,"Pizza, Pasta, Italian, Fast Food",2.8,₹500 for two,2.9 km,"South Tukoganj, Indore",Indore
The Belgian Waffle Co.,"Waffle, Pancake, Ice Cream, Desserts, Beverages",4.2,₹350 for two,3.8 km,"Old Palasia, Indore",Indore
Chirmi,"North Indian, Chinese",New,₹400 for two,5.1 km,"Vijay Nagar, Indore",Indore
Cafe Bake Well,"Chinese, North Indian, Shake, Beverages",3.6,₹400 for two,2.8 km,"Hotel Crown Palace, South Tukoganj, Indore",Indore
The Garden Cafe & Restro,"North Indian, Chinese, Salad, Ice Cream, Desserts, Tea, Coffee, Beverages",2.7,₹500 for two,14.4 km,"By Pass Road (North), Indore",Indore
Martino'z Pizza,"Pizza, Fast Food, Mexican",3.9,₹400 for two,3.5 km,"Bhawar Kuan, Indore",Indore
Lucky Bakers,"Bakery, Sandwich, Pizza, Burger, Fast Food, Beverages",4.2,₹300 for two,4.8 km,"Sudama Nagar, Indore",Indore
Fantasy Bakery And Cafe,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery",4.2,"₹1,000 for two",6.1 km,"By Pass Road (South), Indore",Indore
The Papaya Kitchen,"North Indian, Mughlai, Seafood, Continental, Italian, Asian, Desserts, Beverages",4.1,"₹1,000 for two",12.1 km,"Rau, Indore",Indore
Indori Non-Veg Restaurant,"North Indian, Chinese, Mughlai, Kebab, Biryani",3.5,₹500 for two,5.4 km,"Vijay Nagar, Indore",Indore
Mr. Singh's Pure Veg Restaurant & Cafe,"North Indian, Chinese, Biryani, Desserts, Beverages",-,₹600 for two,5.6 km,"Vijay Nagar, Indore",Indore
The Dhaba Co.,North Indian,-,₹300 for two,4 km,"Press Complex, Indore",Indore
A3 Family Restaurant,"North Indian, Chinese, Street Food, Biryani",4,₹500 for two,9.3 km,"Rau, Indore",Indore
Shawarma Grill & Momo Station,"Shawarma, Fast Food, Momos, Lebanese, Rolls, Beverages",4,₹300 for two,2.2 km,"Manik Bagh Road, Indore",Indore
Govardhan Family Restaurant,"North Indian, Chinese",3.5,₹400 for two,12.2 km,"Rau, Indore",Indore
Botany Bistro,"North Indian, Mexican, Continental, Pizza, Pasta, Biryani, Shake, Beverages",New,"₹1,200 for two",9 km,"By Pass Road (North), Indore",Indore
Waffle Hut,"Waffle, Pancake, Burger, Sandwich, Pizza, Fast Food, Shake, Beverages",-,₹500 for two,3.9 km,"Sudama Nagar, Indore",Indore
The Sukoon Cafe,"Beverages, Fast Food",New,₹200 for two,4.6 km,"Bhawar Kuan, Indore",Indore
JMB - Jain Mithai Bhandar,"Mithai, North Indian, South Indian, Chinese, Sandwich, Fast Food, Street Food, Beverages",3.1,₹400 for two,3.3 km,"HIG-LIG, Indore",Indore
Nakhrali Dhani,"Rajasthani, Chinese",4.1,₹800 for two,11.5 km,"Rau, Indore",Indore
Punjabi Nation,North Indian,-,₹400 for two,3.5 km,"Bhawar Kuan, Indore",Indore
Courtyard - Crescent Spa & Resorts,"North Indian, Chinese, Continental, Pizza, Desserts, Shake",4.1,₹650 for two,9.5 km,"Crescent Spa & Resorts, Indore",Indore
Khorak Restaurant,"North Indian, Kebab, Chinese, Street Food, Fast Food, Desserts, Beverages",3.9,₹600 for two,5.2 km,"Annapurna Road, Indore",Indore
Keventers - Milkshakes & Desserts,"Shake, Beverages, Desserts",-,₹400 for two,3.1 km,"Sapna Sangeeta, Indore",Indore
Ashirwad Bhojnalaya,"Rajasthani, North Indian",4,₹250 for two,5 km,"Mangal City Mall, Vijay Nagar, Indore",Indore
Re Pub Liq,Bar Food,4.1,"₹2,200 for two",12.1 km,"Rau, Indore",Indore
Rajput Dhaba,North Indian,2.9,₹300 for two,12.7 km,"Rau, Indore",Indore
Madni Hotel,"North Indian, Mughlai, Chinese, Biryani",3.9,₹500 for two,1.6 km,"Sarwate Bus Stand, Indore",Indore
Ramesh Masala Dosa,"South Indian, Chinese, Street Food, Juices, Shake",4.1,₹300 for two,2.8 km,"56 Dukan, New Palasia, Indore",Indore
The Cake Story,"Bakery, Desserts",4.4,₹200 for two,4.2 km,"Old Palasia, Indore",Indore
Peekaboo Pop - Up Cafe,"Tea, Coffee, Shake, Beverages, Pizza, Burger, Street Food",-,₹400 for two,2.8 km,"New Palasia, Indore",Indore
Shree Balaji Family Restaurant,"North Indian, Chinese, Beverages, Desserts",-,₹400 for two,7.6 km,"By Pass Road (North), Indore",Indore
Veerji Malai Chaap Wale,"North Indian, Rolls, Beverages",3.9,₹500 for two,5.1 km,"Vijay Nagar, Indore",Indore
Cakesmith's Alley,"Bakery, Chinese, Pizza, Sandwich, Pasta, Fast Food, Desserts, Shake",4.5,₹550 for two,5.1 km,"Vijay Nagar, Indore",Indore
Murliwala Restaurant,"North Indian, Chinese",-,₹300 for two,8.4 km,"Airport Road, Indore",Indore
"Old Kolkata Roll Club ""Since -1996""","Rolls, Chinese, Sichuan, North Indian",4,₹300 for two,2.8 km,"New Palasia, Indore",Indore
Murliwala Sweets Restaurant,"Mithai, Chinese, Fast Food",4.2,₹250 for two,5.8 km,"Vijay Nagar, Indore",Indore
Champaran Meat House,North Indian,3.6,₹400 for two,3.4 km,"Navlakha, Indore",Indore
Beyond The Flavors,"Pizza, Sandwich, Fast Food, Chinese, Street Food, Shake",-,₹350 for two,9.1 km,"Rajendra Nagar, Indore",Indore
Taj The Agra Junction,"North Indian, South Indian, Street Food, Desserts, Beverages",4,₹350 for two,6.7 km,"By Pass Road (South), Indore",Indore
Celebration Cafe And Restaurant,"North Indian, Fast Food, Beverages",3.7,₹300 for two,5.3 km,"Navlakha, Indore",Indore
Spice Mantraa,"North Indian, Chinese, Pizza, Beverages",New,₹350 for two,6.4 km,"By Pass Road (North), Indore",Indore
The Gravity Inn,"North Indian, Chinese",-,₹300 for two,10.1 km,"Rau, Indore",Indore
Kiev Restro Bar,"North Indian, Chinese, Continental, Seafood, Biryani, Bar Food, Desserts, Beverages",New,"₹1,000 for two",6.9 km,"Vijay Nagar, Indore",Indore
Hiku Cafe,"Sandwich, Burger, Pizza, Fast Food, Street Food, Desserts, Shake, Beverages",-,₹350 for two,4.3 km,"Bhawar Kuan, Indore",Indore
The Secret Table,"North Indian, Asian",3.8,"₹1,100 for two",9.4 km,"By Pass Road (North), Indore",Indore
PFJ - Punjabi Food Junction,"North Indian, Chinese, Pizza, Burger, Rolls, Fast Food, Biryani",4,₹500 for two,4.4 km,"Bhawar Kuan, Indore",Indore
Uncle Peter's Pancake & Cafe,"Pancake, Waffle, Desserts, French, Sandwich, Fast Food, Shake, Beverages",3.9,₹450 for two,3.2 km,"Geeta Bhavan, Indore",Indore
Anand Bhojnalay,Rajasthani,4.1,₹250 for two,3.9 km,"Old Palasia, Indore",Indore
Burger Headquarter,"Burger, Wraps",New,₹300 for two,5.5 km,"Vijay Nagar, Indore",Indore
99 Thaliwala,North Indian,2.8,₹200 for two,2.9 km,"HIG-LIG, Indore",Indore
Munch N Mime,"Fast Food, Pizza, Sandwich, Chinese, Street Food, Coffee, Shake, Beverages",New,₹350 for two,2.8 km,"Geeta Bhavan, Indore",Indore
Atul Sandwich & Cafe,"Sandwich, Fast Food, North Indian, Chinese, Street Food, Shake, Beverages",4.3,₹300 for two,3.6 km,"Old Palasia, Indore",Indore
Shri Chai Chowk,"Tea, Shake, Beverages, Sandwich, Pizza, Burger, Street Food, Fast Food",New,₹200 for two,4 km,"Sudama Nagar, Indore",Indore
Saju Chef's Biryani,"Biryani, North Indian, Mughlai",4,₹350 for two,3.9 km,"Old Palasia, Indore",Indore
The Great Indian Dhaba,"North Indian, Mughlai, Chinese",-,"₹1,000 for two",9.6 km,"Ralamandal, Indore",Indore
Tadka Family Restaurant,"North Indian, Chinese, Mughlai",3.7,₹600 for two,3.8 km,"Old Palasia, Indore",Indore
Tealogy,"Tea, Pizza, Sandwich, Burger, Momos, Street Food, Shake, Beverages",New,₹250 for two,2.9 km,"New Palasia, Indore",Indore
Sugar Bakes - Papaya Tree Hotel,"Bakery, Beverages",4.1,₹400 for two,12.1 km,"Papaya Tree Hotel, Indore",Indore
Tarang - The Tripti,"North Indian, South Indian, Chinese, Fast Food, Kebab, Desserts, Shake, Beverages",3.6,₹800 for two,5.1 km,"Vijay Nagar, Indore",Indore
Raju Omlet,"Street Food, North Indian",-,₹200 for two,4.3 km,"Vijay Nagar, Indore",Indore
साईं कृपा ढाबा,North Indian,-,₹200 for two,10.4 km,"Rau, Indore",Indore
Riddhi Siddhi,"North Indian, South Indian, Chinese, Pizza, Sandwich, Fast Food, Juices, Beverages",3.9,₹700 for two,6.6 km,"By Pass Road (North), Indore",Indore
Conical Gaufres,"Desserts, Waffle",-,₹200 for two,3.9 km,"Bhawar Kuan, Indore",Indore
Fauji Mp30 King Dosa House,"South Indian, North Indian, Sandwich",New,₹200 for two,4.3 km,"Vijay Nagar, Indore",Indore
The Revival,"Sandwich, Pizza, Burger, Fast Food, Street Food, Shake, Coffee, Tea",-,₹200 for two,3.5 km,"Airport Road, Indore",Indore
Viva Mexico,Mexican,3.9,₹400 for two,2.7 km,"New Palasia, Indore",Indore
Emotions Bakery,"Bakery, Desserts, Beverages, Street Food",-,₹500 for two,3 km,"New Palasia, Indore",Indore
Babla Tawa Chicken Center,North Indian,-,₹200 for two,20.7 km,"Mhow, Indore",Indore
Prashant  Nashta Corner,"North Indian, South Indian, Street Food, Desserts, Beverages",4,₹250 for two,3 km,"Geeta Bhavan, Indore",Indore
