Restaurent name,Cuisine types,Rating,Price,Distance,Location,City
Gyani Ji Ka Khalsa Dhaba,"North Indian, Chinese, Desserts, Beverages",3.8,400.0,3.8,"Bhawar Kuan, Indore",Indore
SomePlace Else - The Park,"Bar Food, Continental, Asian, Beverages",4.0,1600.0,7.9,"Vijay Nagar, Indore",Indore
The Allahabadi,"North Indian, Mughlai, Chinese, Kebab, Biryani, Seafood, Salad",3.9,500.0,5.7,"Vijay Nagar, Indore",Indore
Tiffin,"North Indian, Chinese, Continental, Mughlai, South Indian, Fast Food, Desserts, Beverages",3.6,500.0,2.1,"Hotel Winway, RNT Marg, Indore",Indore
Tandoor Bar & Restaurant,"North Indian, Mughlai, Chinese, Pizza, Fast Food, Desserts, Beverages",3.8,600.0,4.3,"Vijay Nagar, Indore",Indore
Kavelu,"North Indian, Oriental, Chinese, Biryani, Seafood, Beverages, Desserts",3.9,500.0,7.8,"Vijay Nagar, Indore",Indore
Gyani Ji Ka Khalsa Dhaba,"North Indian, Chinese, Sandwich, Burger, Pizza, Fast Food, Desserts, Beverages",3.5,500.0,2.3,"New Palasia, Indore",Indore
Zonatello,"Pizza, Pasta, Fast Food",4.4,325.0,6.3,"By Pass Road (South), Indore",Indore
SardarG's BiryaniZ,"Biryani, North Indian",4.1,150.0,7.6,"Vijay Nagar, Indore",Indore
The Blue Plate,"North Indian, Salad, Chinese, Oriental, Continental, Italian, Desserts, Beverages",4.2,500.0,7.5,"By Pass Road (South), Indore",Indore
Xero Degrees,"Cafe, Coffee, Beverages, Italian, Pizza, Sandwich, Fast Food, Desserts",3.9,500.0,4.2,"Press Complex, Indore",Indore
Havana Cafe Bar,"Continental, North Indian",3.9,750.0,4.9,"Press Complex, Indore",Indore
11:11 Coffee,"Cafe, Coffee, Fast Food, Desserts, Shake, Beverages",4.1,250.0,1.8,"South Tukoganj, Indore",Indore
Mid Flight Garden Restaurant & Cafe,"North Indian, Kebab, Chinese, Salad, Desserts, Beverages",3.8,400.0,4.4,"Airport Road, Indore",Indore
Shree Guru Kripa,"North Indian, Chinese, Street Food, Fast Food, Desserts",3.9,150.0,2.1,"Sarwate Bus Stand, Indore",Indore
Diablo,"North Indian, Italian, Continental, Arabian, Biryani, Desserts, Beverages",4.1,1750.0,3.0,"Old Palasia, Indore",Indore
Venky's Chicken Xperience,"Fast Food, Burger, North Indian",3.3,275.0,5.5,"Vijay Nagar, Indore",Indore
Nature's Kitchen,"Chinese, Salad, North Indian, Continental, Fast Food, Desserts, Beverages",3.3,500.0,5.0,"Vijay Nagar, Indore",Indore
Cafe Kono,"Sandwich, Fast Food, Momos, Burger, Beverages, Sichuan",4.1,200.0,3.0,"Sapna Sangeeta, Indore",Indore
The Social Platter,"Sandwich, Fast Food, Street Food, North Indian, Beverages",3.9,150.0,3.9,"Press Complex, Indore",Indore
Citron The Lounge Bar -  Hotel Essentia,"Bar Food, North Indian",3.9,1100.0,5.1,"By Pass Road (North), Indore",Indore
Zoca Cafe,"Cafe, Coffee, Chinese, Pasta, Fast Food, Momos, Shake, Beverages",3.9,350.0,3.9,"Sudama Nagar, Indore",Indore
Binge On Burgers,"Burger, Sandwich, Fast Food, Beverages",4.2,300.0,5.3,"Annapurna Road, Indore",Indore
De Brasserie Cafe & Bakery,"Cafe, Bakery",3.6,300.0,6.6,"Vijay Nagar, Indore",Indore
Shree Gurukripa Hotel Sarwate,"North Indian, Chinese, Desserts, Beverages, Biryani",4.1,550.0,1.8,"Sarwate Bus Stand, Indore",Indore
OVENLY By Khurana's - Since 1991,"Bakery, Desserts, Sandwich, Pizza, Fast Food, Shake",3.3,200.0,2.6,"New Palasia, Indore",Indore
Casa Boho,"Coffee, Fast Food",2.8,250.0,6.5,"By Pass Road (South), Indore",Indore
Hotel Sonash By Golden Treat,"North Indian, Chinese, Biryani, Desserts, Beverages",4.0,500.0,4.1,"Bhawar Kuan, Indore",Indore
Ratna Raj,"Rajasthani, North Indian",3.6,200.0,2.7,"New Palasia, Indore",Indore
Cafe Kono,"Sandwich, Burger, Pizza, Pasta, Chinese, Street Food, Shake, Beverages",4.0,200.0,6.7,"By Pass Road (South), Indore",Indore
Playotel Premier,"North Indian, Oriental, Continental, Desserts, Beverages",3.9,500.0,5.9,"Vijay Nagar, Indore",Indore
The Crush Coffee,"Fast Food, Beverages",3.7,150.0,10.7,"Rau, Indore",Indore
Hotel Rajhans Dal Bafle,North Indian,3.7,200.0,3.1,"Old Palasia, Indore",Indore
Panchavati Gaurav,"North Indian, Rajasthani, Desserts",4.0,400.0,4.4,"Malhar Mega Mall, Vijay Nagar, Indore",Indore
Aloha - Silvotel,"Chinese, North Indian, Kebab, Salad, Rolls, Sandwich, Desserts, Beverages",3.8,350.0,4.7,"Vijay Nagar, Indore",Indore
The Eyry,"Cafe, Italian, Mexican, North Indian, Chinese, Fast Food, Desserts, Beverages",4.0,600.0,2.4,"New Palasia, Indore",Indore
Haldiram's Restaurant,"North Indian, Chinese, South Indian, Street Food, Desserts, Continental, Beverages",2.6,225.0,4.3,"Vijay Nagar, Indore",Indore
Jail - The Indorii Cafe,"Sandwich, Pizza, Pasta, North Indian, Chinese, Momos, Desserts, Beverages",4.2,400.0,3.7,"Navlakha, Indore",Indore
Mad'ouk,"Chinese, Thai",3.4,500.0,6.7,"By Pass Road (North), Indore",Indore
Bakerywala,"Bakery, South Indian, Fast Food, Chinese, Street Food, Desserts, Shake, Beverages",4.2,175.0,5.7,"Vijay Nagar, Indore",Indore
The Egg Eatery - Eggstremely Delicious,"Street Food, North Indian",3.7,200.0,5.1,"Vijay Nagar, Indore",Indore
Shreeleela Restaurant,"North Indian, Chinese, Desserts",3.4,500.0,5.7,"Vijay Nagar, Indore",Indore
Kitchen Sensation,"North Indian, Chinese, Beverages",3.8,500.0,2.8,"New Palasia, Indore",Indore
10 Downing Street,"Continental, Bar Food, Desserts",4.2,1250.0,4.4,"Malhar Mega Mall, Vijay Nagar, Indore",Indore
Shree Shyam Restaurant,"North Indian, Fast Food, Chinese",3.9,150.0,3.8,"Geeta Bhavan, Indore",Indore
Karim's - Original From Jama Masjid Delhi 6,"Mughlai, North Indian, Rolls, Biryani, Kebab",3.7,500.0,4.5,"Vijay Nagar, Indore",Indore
Krushers.In,"Burger, Rolls, Street Food",3.3,100.0,1.9,"RNT Marg, Indore",Indore
New Rohit Chinese Point,"Chinese, Street Food",3.4,125.0,2.9,"Airport Road, Indore",Indore
Chatori Chachi,"Fast Food, Street Food, Maharashtrian, South Indian, Beverages, Sandwich",3.8,150.0,3.5,"Old Palasia, Indore",Indore
Hotel South Avenue,"North Indian, Mughlai, Continental, South Indian, Fast Food, Chinese, Desserts, Beverages",4.3,500.0,2.4,"South Tukoganj, Indore",Indore
Tonic 93 Restobar,"North Indian, Mughlai, Biryani, Sandwich, Pizza",3.6,500.0,7.0,"By Pass Road (North), Indore",Indore
Hungry Baghira,"Healthy Food, Chinese, North Indian, Seafood, Fast Food, Mughlai, Wraps, Beverages",4.2,275.0,4.4,"Press Complex, Indore",Indore
Khichdi Nation,North Indian,4.1,250.0,6.7,"By Pass Road (North), Indore",Indore
Burger Farm,"Burger, Fast Food, Beverages",3.7,150.0,3.6,"Bhawar Kuan, Indore",Indore
Mud Oven,"Cafe, Coffee, Beverages, North Indian, Asian, Continental, Italian, Desserts",4.1,400.0,13.5,"Rau, Indore",Indore
Starbucks Coffee,"Cafe, Coffee, Fast Food, Desserts",3.1,300.0,4.6,"Vijay Nagar, Indore",Indore
Kukdu Kuu Club,"North Indian, Mughlai, Chinese, Seafood, Biryani",3.7,400.0,5.5,"BCM Heights, Vijay Nagar, Indore",Indore
Fresh Serve Restaurant And Banquets,"North Indian, Pizza, Chinese, Fast Food, Desserts, Coffee, Shake, Beverages",4.1,500.0,5.4,"Vijay Nagar, Indore",Indore
Amigos Café And Restaurant,"Pizza, Sandwich, Fast Food, Chinese, Street Food, Shake, Beverages",3.8,200.0,4.7,"Khajrana, Indore",Indore
The Sukoon Cafe,"Sandwich, Pizza, Fast Food, Momos, Street Food, Coffee, Shake, Beverages",3.9,150.0,3.7,"Navlakha, Indore",Indore
Bake N Shake,"Cafe, Bakery, North Indian, Chinese, Continental, Sandwich, Fast Food, Beverages",4.2,425.0,5.2,"BCM Heights, Vijay Nagar, Indore",Indore
Enrise By Sayaji,North Indian,3.4,500.0,14.3,"Rau, Indore",Indore
McDonald's,"Burger, Fast Food, Beverages",4.0,200.0,3.5,"Bhawar Kuan, Indore",Indore
Bapu Ki Kutia,"North Indian, Salad, Desserts, Beverages",3.9,500.0,5.7,"Vijay Nagar, Indore",Indore
Dutt Guru Kripa,"North Indian, Chinese, Fast Food, Desserts, Beverages",3.8,400.0,2.1,"South Tukoganj, Indore",Indore
54 Praangan - Indore Marriott Hotel,"Awadhi, North Indian, Mughlai, Biryani, Desserts, Beverages",4.2,1750.0,4.2,"Indore Marriott Hotel, Vijay Nagar, Indore",Indore
Shree Gurukripa,"North Indian, Chinese, Desserts, Beverages",3.7,500.0,5.6,"Vijay Nagar, Indore",Indore
Tinku's,"Sandwich, Pizza, Burger, Fast Food, Chinese, Street Food, Coffee, Beverages",3.9,200.0,3.7,"Bhawar Kuan, Indore",Indore
Capers - Hotel Effotel,"North Indian, Chinese, Continental, Mediterranean, Salad, Mughlai, Desserts, Beverages",4.6,1000.0,5.5,"Hotel Effotel, Vijay Nagar, Indore",Indore
Tandoor Restaurant,"North Indian, Mughlai, Chinese, Kebab, Biryani",4.1,650.0,3.7,"Bhawar Kuan, Indore",Indore
Manbhavan - Premium Veg Thali,"North Indian, Gujarati",3.8,250.0,2.1,"Hotel Princes' Palace, South Tukoganj, Indore",Indore
CBC Cafe,"Sandwich, Pizza, Pasta, Burger, Fast Food, Street Food, Shake, Beverages",3.2,150.0,3.9,"Bhawar Kuan, Indore",Indore
Shosha Cafebar,"North Indian, Mexican, Italian, Chinese, Fast Food, Thai, Desserts, Beverages",3.9,750.0,4.6,"Vijay Nagar, Indore",Indore
Madhuram Cafe & Restaurant,"Fast Food, Sandwich",3.2,175.0,1.3,"Bombay Bazaar, Indore",Indore
Dripco - Speciality Coffee Brewers,"Coffee, Shake, Tea, Beverages",3.9,200.0,4.5,"Vijay Nagar, Indore",Indore
Chick-N-Serve,"Fast Food, Lebanese, Arabian",3.1,200.0,2.8,"56 Dukan, New Palasia, Indore",Indore
The Arab Nama,"Arabian, Mandi, North Indian, Mughlai",3.9,500.0,4.0,"Old Palasia, Indore",Indore
Hotel Surya,"North Indian, Mughlai, Chinese, Continental, Biryani, Sandwich, Desserts, Beverages",4.2,750.0,2.3,"Hotel Surya, South Tukoganj, Indore",Indore
Krozzon By Masters Bakery,"Cafe, Coffee, Beverages, Bakery, Fast Food, Pizza, Sandwich, Desserts",3.7,300.0,6.6,"Vijay Nagar, Indore",Indore
The Richie Rich Resto & Cafe,"North Indian, South Indian, Chinese, Pizza, Burger, Fast Food, Desserts, Beverages",3.6,500.0,8.5,"Rajendra Nagar, Indore",Indore
Hat's Off,"North Indian, Mughlai, Kebab, Chinese, Biryani",3.9,600.0,6.0,"Vijay Nagar, Indore",Indore
Food Fantasy,"North Indian, Chinese, Biryani, Sandwich, Burger, Rolls, Fast Food, Beverages",4.2,275.0,4.6,"Vijay Nagar, Indore",Indore
Skyline Club & Resorts,"North Indian, Mughlai, Chinese, Continental, Pasta, Kebab, Biryani",3.0,600.0,10.2,"By Pass Road (South), Indore",Indore
Tic Tac Toe,"North Indian, Fast Food",4.3,1900.0,5.2,"Vijay Nagar, Indore",Indore
House Of Pita,"Middle Eastern, Turkish, Fast Food, Pizza, Continental",3.8,150.0,6.7,"By Pass Road (South), Indore",Indore
The Homey Rolls,"Rolls, North Indian, Healthy Food, Biryani, Beverages, Finger Food",4.3,225.0,2.8,"New Palasia, Indore",Indore
Chemistry The Cafe Lounge,"Cafe, Coffee, Shake, Beverages, Fast Food, Ice Cream, Desserts, Burger",3.5,250.0,5.2,"Vijay Nagar, Indore",Indore
Orange Paradise,"North Indian, Fast Food",3.9,150.0,4.5,"Airport Road, Indore",Indore
Rajkamal Dal Bafle,North Indian,4.0,100.0,1.8,"Sarwate Bus Stand, Indore",Indore
Maa Ki Rasoi,"North Indian, South Indian, Chinese, Kebab, Sandwich, Fast Food, Biryani, Beverages",4.0,350.0,5.3,"Sudama Nagar, Indore",Indore
Alav,"North Indian, Chinese, Kebab, Biryani, Sandwich, Ice Cream, Desserts, Beverages",3.9,350.0,2.9,"New Palasia, Indore",Indore
Nom! Nom! Chinese,"Chinese, Asian, Thai, Seafood, Beverages, Continental, Fast Food, Desserts",4.3,500.0,5.5,"Vijay Nagar, Indore",Indore
Cafe Igloo,"North Indian, Fast Food",3.9,150.0,4.1,"Old Palasia, Indore",Indore
We Desi,"North Indian, Mughlai, Rolls, Fast Food, Biryani, Chinese, Street Food, Beverages",4.0,275.0,5.5,"Vijay Nagar, Indore",Indore
Mishri Sweets,Mithai,4.2,125.0,5.0,"Vijay Nagar, Indore",Indore
Rajendra Singh's Retro Kitchen,North Indian,3.9,500.0,7.9,"By Pass Road (North), Indore",Indore
Oakaz - Cafe and Restaurant,"Sandwich, Burger, Pizza, Fast Food, Chinese, North Indian, Beverages",3.2,600.0,2.8,"South Tukoganj, Indore",Indore
Karnawat Bhojan Prasadi,"North Indian, South Indian, Chinese, Sandwich, Pizza, Fast Food, Shake, Beverages",2.9,150.0,3.3,"Airport Road, Indore",Indore
Hotel Madni Darbar,"North Indian, Maharashtrian, Mughlai, Chinese",4.0,250.0,1.7,"Sarwate Bus Stand, Indore",Indore
Cilantro,"North Indian, Asian",3.1,600.0,7.5,"Vijay Nagar, Indore",Indore
Effe Cafe,"South Indian, Italian, Pizza, Burger, Bar Food, Coffee, Beverages, Desserts",4.2,500.0,12.2,"Papaya Tree Hotel, Indore",Indore
Good For Gut,"North Indian, Burger, Sandwich, Fast Food",3.9,150.0,4.2,"Old Palasia, Indore",Indore
Johny Hot Dog,"Fast Food, Hot dogs, Street Food",3.9,75.0,2.8,"56 Dukan, New Palasia, Indore",Indore
Hunger World Cafe,"Burger, Sandwich, Pizza, Fast Food, Shake, Beverages, Cafe",3.9,150.0,6.0,"Vijay Nagar, Indore",Indore
Epicure,"North Indian, Asian, Chinese, Continental, Biryani, Desserts, Bar Food",3.9,1050.0,2.2,"South Tukoganj, Indore",Indore
Twilight - Hotel WOW CREST IHCL SELEQTIONS,"Bar Food, North Indian, Chinese, Continental, Italian, Pizza, Pasta, Beverages",4.4,1200.0,4.6,"Hotel Wow, Vijay Nagar, Indore",Indore
Chav - Truly Indian,North Indian,3.9,175.0,4.8,"Khajrana, Indore",Indore
Oye24,"North Indian, Street Food",4.1,250.0,6.6,"By Pass Road (North), Indore",Indore
Veera Di Hatti,"North Indian, Kebab",4.4,200.0,2.7,"Sapna Sangeeta, Indore",Indore
Domino's Pizza,"Pizza, Italian, Pasta, Fast Food",3.9,200.0,3.8,"Old Palasia, Indore",Indore
Lite Meal Cafe & Restaurant,"North Indian, Sandwich, Pizza, Burger, Fast Food, Chinese, Shake, Beverages",3.4,175.0,3.2,"New Palasia, Indore",Indore
Restro Delight,"North Indian, Chinese, Biryani, Rolls",3.9,500.0,5.0,"Vijay Nagar, Indore",Indore
Goldy Di Hatti,"North Indian, Mughlai, Biryani, Chinese, Seafood, Street Food",3.9,275.0,6.2,"Vijay Nagar, Indore",Indore
City Of Dreams,"Bar Food, North Indian, Biryani, Chinese, Sandwich, Fast Food, Desserts",3.9,500.0,4.3,"Vijay Nagar, Indore",Indore
Best Western Plus,"North Indian, Biryani, Fast Food, Chinese, Desserts",4.2,500.0,4.7,"Vijay Nagar, Indore",Indore
T. O'Clock Cafe,"Pizza, Fast Food, Street Food, Shake, Beverages",3.0,150.0,6.2,"Rajendra Nagar, Indore",Indore
Jamnaram's Pure Veg Multi-Cuisine Fine Dine Restaurant,"North Indian, Chinese, Continental, Italian, Sandwich, Fast Food, Salad, Desserts",3.7,500.0,7.6,"By Pass Road (South), Indore",Indore
Cafe Udipi,South Indian,4.5,200.0,3.1,"Old Palasia, Indore",Indore
Bakenza,"Sandwich, Burger, Momos, Street Food, Fast Food, Coffee, Shake, Beverages",3.9,150.0,4.5,"Airport Road, Indore",Indore
Delectable Delights - Sayaji Hotel,"North Indian, Chinese, Beverages",4.7,900.0,4.4,"Sayaji Hotel, Vijay Nagar, Indore",Indore
Shree Chotiwala Restaurant,"North Indian, Chinese",3.9,500.0,2.1,"South Tukoganj, Indore",Indore
Vrindavan Restaurant,"North Indian, Chinese, Biryani, Salad, Desserts, Beverages",3.5,375.0,2.6,"New Palasia, Indore",Indore
Chef Lucky's Paratha On Wheels,"North Indian, Biryani, Beverages",4.3,250.0,4.7,"Vijay Nagar, Indore",Indore
Indiya Oye - Radisson Blue Hotel,"North Indian, Mughlai, Kebab, Desserts",4.0,1750.0,5.4,"Radisson Blu Hotel, Vijay Nagar, Indore",Indore
Shawarma Grill,"Shawarma, Momos",3.8,175.0,6.6,"By Pass Road (South), Indore",Indore
Apna Sweets,"Desserts, Ice Cream, Juices, Shake, Beverages",3.7,175.0,4.7,"Vijay Nagar, Indore",Indore
Bam-Booze Family Restaurant - Golden Treat,"North Indian, Mughlai, Chinese, Seafood, Kebab, Sandwich, Biryani, Beverages",4.1,600.0,3.6,"Bhawar Kuan, Indore",Indore
Kesarlal Pure Veg Restaurant,"North Indian, Chinese, Beverages",3.9,250.0,10.2,"By Pass Road (South), Indore",Indore
Hotel Apna Avenue Foody,"North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages",4.0,500.0,2.5,"New Palasia, Indore",Indore
Mama Ji Ka Dhaba,"North Indian, Chinese",3.7,150.0,11.3,"Rau, Indore",Indore
Sigdi - Sizzler & South Indian,"South Indian, Momos",3.9,400.0,7.6,"By Pass Road (North), Indore",Indore
Tea & Shakes,"Chinese, Pizza, Sandwich, Pasta, Salad, North Indian, Beverages",3.8,250.0,5.2,"Vijay Nagar, Indore",Indore
The Frontier Pavilion,"North Indian, Continental, Bar Food, Chinese, Salad, Oriental, Desserts",3.9,750.0,4.9,"Bhawar Kuan, Indore",Indore
Kebabilal's,"North Indian, Chinese, Mughlai, Kebab, Biryani, Desserts, Beverages",3.7,400.0,4.3,"Bhawar Kuan, Indore",Indore
Saffron,"North Indian, Chinese, South Indian, Pizza, Sandwich, Fast Food, Ice Cream, Beverages",3.1,200.0,3.0,"Ranjeet Hanuman, Indore",Indore
Carobar  Indore,"North Indian, Mughlai, Chinese, Biryani",3.9,700.0,8.6,"By Pass Road (North), Indore",Indore
Real Paprika Pizzeria,"Pizza, Fast Food, Shake, Beverages",3.3,200.0,4.9,"Sudama Nagar, Indore",Indore
Wah Wah Chaap,"North Indian, Chinese, Rolls, Biryani, Desserts, Shake, Beverages",4.1,200.0,5.5,"Vijay Nagar, Indore",Indore
Yes Boss - The Food Court,"North Indian, Continental, Chinese, Fast Food, Shake, Beverages",2.9,225.0,7.5,"Vijay Nagar, Indore",Indore
Prithvilok Restaurant,North Indian,4.2,250.0,1.0,"Rajwada, Indore",Indore
Shree Hari Om Dhaba,North Indian,4.1,75.0,7.7,"Rajendra Nagar, Indore",Indore
Buddy's,"Cafe, North Indian, Chinese, Mexican, Pasta, Fast Food, Desserts, Beverages",3.2,350.0,2.4,"South Tukoganj, Indore",Indore
Hotel Kalinga,"North Indian, Chinese, Continental, Biryani, Kebab, Mughlai, Seafood, Fast Food",4.0,500.0,2.1,"South Tukoganj, Indore",Indore
Indore Accent - By AFC,"North Indian, Continental",4.0,500.0,7.7,"MR 10 Road, Indore",Indore
Opium Bar By The Roof,"Bar Food, North Indian, Mughlai, Chinese, Seafood, Biryani, Desserts, Beverages",4.3,1000.0,5.8,"Infiniti Hotel, Vijay Nagar, Indore",Indore
Poonam's Patisserie,"Bakery, Desserts",3.8,175.0,3.0,"Sapna Sangeeta, Indore",Indore
Hotel 5 Senses,"North Indian, Chinese, Salad, Pizza, Fast Food, Beverages",3.9,200.0,25.8,"Mhow, Indore",Indore
Pizzaporium,"Pizza, Chinese, Fast Food, Beverages",2.9,175.0,4.3,"Vijay Nagar, Indore",Indore
Rolls Mania,"Rolls, Fast Food, Beverages",3.6,150.0,5.5,"Vijay Nagar, Indore",Indore
Sassy House - All Day Cafe,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",3.6,325.0,5.1,"Vijay Nagar, Indore",Indore
F For Fries,"Fast Food, Beverages",3.9,150.0,3.9,"Old Palasia, Indore",Indore
The Belgian Street,"Continental, Italian, Fast Food, Street Food, Ice Cream, Desserts, Coffee, Beverages",3.9,300.0,5.2,"Vijay Nagar, Indore",Indore
King Of Cakes,"Bakery, Desserts, Street Food",3.8,225.0,6.7,"Vijay Nagar, Indore",Indore
Charpai - The Dhaba,"North Indian, Biryani, Chinese, Desserts, Beverages",3.5,500.0,10.5,"MR 10 Road, Indore",Indore
Pitchers Cafebar,"North Indian, Pizza, Chinese, Bar Food, Beverages",4.8,500.0,4.2,"Vijay Nagar, Indore",Indore
Mr. Bistro,"Sandwich, Wraps, Fast Food, Coffee, Beverages",3.9,200.0,3.9,"Khajrana, Indore",Indore
Heritage By Shikarwadi,"Chinese, North Indian, Mughlai",3.9,225.0,7.4,"By Pass Road (North), Indore",Indore
Orion Cafe Restro,"Chinese, North Indian, Sandwich, Pizza, Fast Food, Desserts, Beverages",4.2,400.0,8.0,"By Pass Road (North), Indore",Indore
Municipal Cafe Bar,"North Indian, Italian, Desserts",3.9,725.0,5.2,"Vijay Nagar, Indore",Indore
Maa Ki Rasoi,"North Indian, Chinese, Mughlai",3.1,350.0,5.1,"Mangal City Mall, Vijay Nagar, Indore",Indore
Zakir Family Restaurant,"North Indian, Mughlai, Kebab, Lebanese, Chinese, Seafood, Biryani",4.2,500.0,4.6,"Khajrana, Indore",Indore
Chai Sutta Bar,"Tea, Coffee, Shake, Sandwich, Pizza, Burger, Fast Food, Street Food",3.9,100.0,6.6,"Bhawar Kuan, Indore",Indore
Guru Kripa,"North Indian, Fast Food, Chinese",4.0,225.0,13.0,"Rau, Indore",Indore
BTS FOOD WORLD,"Chinese, Pizza, Sandwich, Tea, Shake, Beverages",3.9,150.0,3.7,"Bhawar Kuan, Indore",Indore
Kapoors Restaurant,North Indian,3.8,200.0,3.2,"Sapna Sangeeta, Indore",Indore
Ice Cream Factory And Shahi Durbar,"Ice Cream, Desserts",3.9,100.0,2.8,"South Tukoganj, Indore",Indore
Hotel Nizam,"North Indian, Mughlai",3.8,175.0,5.9,"Khajrana, Indore",Indore
La Milano Pizzeria,"Pizza, Pasta, Italian, American, Mexican, Desserts, Beverages, Fast Food",3.4,225.0,2.9,"Geeta Bhavan, Indore",Indore
Chaapsticks,"North Indian, Rolls, Momos, Beverages",3.8,150.0,2.4,"Manik Bagh Road, Indore",Indore
Euphoria Cafe,"Coffee, Sandwich, Pizza, Fast Food, Momos, Beverages",3.9,150.0,6.2,"Rajendra Nagar, Indore",Indore
Fiza Restaurant,"North Indian, Maharashtrian",3.8,175.0,1.2,"Bombay Bazaar, Indore",Indore
Shree Nakoda Dham Bhojnalaya,North Indian,3.9,150.0,1.3,"Bombay Bazaar, Indore",Indore
Chick N Serve,"Lebanese, North Indian, Kebab, Chinese, Mughlai, Biryani",3.7,500.0,4.7,"Vijay Nagar, Indore",Indore
H & D Nonveg Restaurant,"North Indian, Mughlai",3.2,250.0,7.2,"Vijay Nagar, Indore",Indore
Cake & Art Bakery Shop,"Bakery, Desserts",3.9,125.0,8.2,"Vijay Nagar, Indore",Indore
Cheezah,"Chinese, Pizza, Sandwich, Burger, Momos, Fast Food, Street Food",3.9,150.0,8.3,"Vijay Nagar, Indore",Indore
Curry Cafe,"North Indian, Chinese, Fast Food, Salad, Desserts, Beverages",3.9,400.0,2.4,"Rajshahi Palace, South Tukoganj, Indore",Indore
Baba Kulfi House,"Desserts, Ice Cream, North Indian, South Indian, Sandwich, Fast Food, Mithai, Beverages",3.8,150.0,11.6,"Rau, Indore",Indore
Chaudhary Ka Dhaba,"North Indian, Chinese, Mughlai, Street Food, Fast Food, Ice Cream, Desserts, Beverages",3.0,200.0,7.2,"Vijay Nagar, Indore",Indore
Indian Coffee House,"South Indian, North Indian, Chinese, Beverages",3.9,200.0,5.5,"BCM Heights, Vijay Nagar, Indore",Indore
Family Adda,"Chinese, South Indian, Beverages, Pasta, Street Food, Sichuan",4.3,175.0,4.1,"Old Palasia, Indore",Indore
Domac Cafe & Pizza,Pizza,3.9,100.0,5.1,"Vijay Nagar, Indore",Indore
Sagar Gaire,"South Indian, North Indian, Pasta, Sandwich, Pizza, Fast Food, Chinese, Beverages",3.8,200.0,2.7,"56 Dukan, New Palasia, Indore",Indore
Swarna's Kitchen,North Indian,3.9,150.0,3.7,"Old Palasia, Indore",Indore
Shyam Sandwich & Shanky's Café,"Sandwich, Fast Food, Beverages",3.9,150.0,2.0,"YN Road, Indore",Indore
Destiny Cafe,"Cafe, Coffee, Shake, Beverages, Sandwich, Fast Food, North Indian, Chinese",3.9,300.0,3.9,"Press Complex, Indore",Indore
Nanaksar Dhaba,"North Indian, Chinese, Fast Food, Street Food, Beverages",3.9,150.0,2.9,"Geeta Bhavan, Indore",Indore
Mr. Singh's,"North Indian, Mughlai, Chinese, Rolls, Biryani",3.7,400.0,5.5,"Vijay Nagar, Indore",Indore
Salt and Pepper - Hotel Amar Vilas,"North Indian, Mughlai, Chinese, Oriental, Continental, Seafood, Desserts, Beverages",4.0,650.0,4.1,"Hotel Amar Vilas, Press Complex, Indore",Indore
Cakes N Craft,"Bakery, Desserts, Fast Food",2.8,250.0,5.6,"Rajendra Nagar, Indore",Indore
The Cozmo Kitchen,"North Indian, Chinese, Sandwich, Italian, Rolls, Fast Food, Desserts, Beverages",3.9,500.0,6.7,"By Pass Road (North), Indore",Indore
Hotel Kanchan,"North Indian, Mughlai, Kebab, Chinese, Sichuan, Continental, Desserts, Beverages",4.3,600.0,2.2,"South Tukoganj, Indore",Indore
Layers By Janvi,Bakery,3.8,175.0,2.2,"YN Road, Indore",Indore
Ice Flames Cafe,"Pizza, Sandwich, Burger, Pasta, Street Food, Coffee, Shake, Beverages",3.9,175.0,6.1,"Rajendra Nagar, Indore",Indore
Mr Saboodana,"North Indian, Street Food, Beverages",3.6,100.0,5.1,"Vijay Nagar, Indore",Indore
Aieroc Resto Cafe,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages",4.2,550.0,6.3,"By Pass Road (North), Indore",Indore
Cakes 365,"Bakery, Fast Food, Street Food, Shake, Coffee",3.4,150.0,3.7,"Old Palasia, Indore",Indore
The Grilled Trip,"Sandwich, Fast Food, Continental",3.9,225.0,4.8,"Vijay Nagar, Indore",Indore
21 Baker Street,"Pizza, Sandwich, Burger, Fast Food, Beverages",3.8,100.0,5.0,"Geeta Bhavan, Indore",Indore
Veg Bites,"Cafe, North Indian, Chinese, Pizza, Pasta, Fast Food, Momos, Beverages",2.7,250.0,5.2,"Vijay Nagar, Indore",Indore
Zuby's Fast 'N' Foodious,"Fast Food, Burger, Sandwich, Beverages",4.5,200.0,2.9,"Bhawar Kuan, Indore",Indore
Raju Bhai Ka Dhaba - Mansha Foods,North Indian,4.6,150.0,3.6,"Bhawar Kuan, Indore",Indore
Shreeleela Bhojnalaya,"North Indian, Chinese, Desserts",3.4,150.0,1.8,"Sarwate Bus Stand, Indore",Indore
7 Trillion,"North Indian, Fast Food, Continental, Desserts, Beverages",3.9,500.0,7.7,"By Pass Road (North), Indore",Indore
Hummus & Chips,"Arabian, Wraps, Fast Food, Salad",3.9,175.0,2.7,"New Palasia, Indore",Indore
